287289,97.62,95.35,99.71,95.62,91.42,86.77,95.06,91.16,36,840.06
747368,98.13,96.34,99.42,96.88,90.13,84.89,94.27,89.99,40,939.8
484973,98.57,97.18,98.15,99.0,91.32,86.46,93.49,92.36,37,903.71
624551,96.65,93.52,100.0,93.52,90.06,84.68,94.44,89.65,34,778.25
706629,97.4,94.93,100.0,94.93,90.97,86.0,94.35,91.05,29,696.19
558321,97.4,94.93,97.12,97.68,91.62,86.85,94.66,91.54,40,1007.85
786759,97.84,95.77,99.13,96.59,92.1,87.41,94.99,91.88,33,811.98
709846,98.28,96.62,100.0,96.62,90.35,85.1,94.14,90.44,40,969.37
769960,97.77,95.63,99.56,96.04,89.51,83.62,90.7,92.31,17,411.99
311572,97.25,94.65,98.82,95.73,90.69,85.9,95.03,90.37,38,920.4
