287289,98.13,96.34,99.85,96.47,89.78,84.35,93.91,89.83,28,546.46
747368,98.35,96.76,99.13,97.59,89.69,84.41,94.9,88.93,34,671.47
484973,97.55,95.21,99.71,95.48,90.85,85.67,94.05,91.07,36,696.57
624551,97.32,94.79,96.01,98.68,89.96,84.39,92.85,90.93,33,663.95
706629,97.4,94.93,99.26,95.6,89.8,84.44,94.75,89.14,31,625.23
558321,96.12,92.54,95.36,96.9,89.76,84.28,93.0,90.61,19,388.53
786759,97.99,96.06,99.42,96.6,90.74,85.82,94.3,91.01,40,802.84
709846,97.99,96.06,99.56,96.46,91.71,86.68,93.1,93.03,40,806.28
769960,97.77,95.63,99.56,96.04,91.34,86.48,95.23,90.69,40,809.67
311572,97.25,94.65,98.68,95.86,90.11,84.68,94.83,89.26,40,786.99
